applicant_id,age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,missed_payments_12m,debt_to_income,home_ownership,loan_purpose,default
APP100586,52,495000.0,2.8,295000.0,36,9.66,750.0,0,1,0.199,OWN,home_improvement,1
APP100587,25,627000.0,3.4,816000.0,24,5.3,710.0,1,0,0.651,OWN,personal,1
APP100588,58,750000.0,16.7,276000.0,24,5.0,750.0,0,1,0.184,MORTGAGE,personal,0
APP100589,58,949000.0,11.5,1430000.0,60,10.95,647.0,1,1,0.301,RENT,debt_consolidation,1
APP100590,57,625000.0,6.8,402000.0,36,9.37,671.0,0,0,0.214,RENT,personal,1
APP100591,61,723000.0,9.1,827000.0,48,9.76,715.0,1,0,0.286,RENT,debt_consolidation,0
APP100592,31,440000.0,2.1,465000.0,24,8.61,900.0,0,0,0.528,RENT,business,0
APP100593,65,739000.0,5.4,214000.0,60,10.39,660.0,0,1,0.058,RENT,personal,0
APP100594,35,497000.0,8.3,595000.0,60,9.44,718.0,3,0,0.239,OWN,business,0
APP100595,57,632000.0,2.1,381000.0,48,6.74,738.0,1,0,0.151,RENT,personal,0
APP100596,47,776000.0,1.2,545000.0,36,5.16,715.0,1,0,0.234,OWN,personal,0
APP100597,56,819000.0,6.3,237000.0,24,5.0,682.0,2,0,0.145,MORTGAGE,education,0
APP100598,49,719000.0,1.4,952000.0,48,7.19,753.0,0,0,0.331,OWN,medical,0
APP100599,49,429000.0,7.2,599000.0,60,5.08,675.0,1,0,0.279,MORTGAGE,home_improvement,0
APP100600,48,486000.0,10.4,168000.0,84,5.75,762.0,0,0,0.049,OWN,education,0
APP100601,56,645000.0,2.2,857000.0,12,7.16,655.0,1,1,1.329,OWN,education,1
APP100602,54,717000.0,2.3,1041000.0,36,10.58,770.0,1,0,0.484,RENT,medical,1
APP100603,27,457000.0,10.2,133000.0,36,5.0,624.0,2,0,0.097,OWN,medical,1
APP100604,58,555000.0,5.1,886000.0,36,7.57,687.0,1,1,0.532,MORTGAGE,debt_consolidation,1
APP100605,45,841000.0,9.3,132000.0,48,5.0,677.0,0,0,0.039,RENT,personal,0
APP100606,35,612000.0,4.1,839000.0,36,6.28,765.0,1,0,0.457,OWN,personal,0
APP100607,44,724000.0,4.3,695000.0,60,9.55,729.0,2,1,0.192,RENT,business,1
APP100608,64,628000.0,5.0,966000.0,24,5.63,549.0,1,1,0.769,MORTGAGE,business,0
APP100609,59,700000.0,14.5,448000.0,36,6.92,663.0,2,0,0.213,RENT,education,0
APP100610,58,846000.0,8.8,570000.0,36,7.81,780.0,1,0,0.225,RENT,personal,0
APP100611,41,489000.0,2.7,669000.0,60,9.04,718.0,0,0,0.274,RENT,debt_consolidation,0
APP100612,56,563000.0,5.7,665000.0,60,6.29,747.0,2,0,0.236,OWN,personal,0
APP100613,38,387000.0,3.8,395000.0,60,10.27,663.0,4,1,0.204,RENT,business,1
APP100614,51,519000.0,3.3,563000.0,36,6.52,726.0,1,0,0.362,RENT,home_improvement,0
APP100615,49,760000.0,7.1,866000.0,24,8.57,789.0,0,0,0.57,RENT,business,0
APP100616,32,289000.0,6.1,63000.0,48,7.08,630.0,1,1,0.054,RENT,education,0
APP100617,32,563000.0,2.2,181000.0,84,9.13,691.0,1,0,0.046,RENT,debt_consolidation,1
APP100618,23,343000.0,5.1,142000.0,36,11.96,673.0,0,0,0.138,MORTGAGE,medical,1
APP100619,27,419000.0,3.2,170000.0,24,6.89,741.0,0,0,0.203,OWN,personal,0
APP100620,40,550000.0,6.8,755000.0,12,7.46,653.0,1,0,1.373,MORTGAGE,personal,1
APP100621,42,506000.0,3.1,365000.0,48,6.55,777.0,0,0,0.18,RENT,debt_consolidation,0
APP100622,28,427000.0,4.3,367000.0,36,6.21,690.0,1,0,0.286,MORTGAGE,debt_consolidation,0
APP100623,39,457000.0,3.3,128000.0,24,5.96,755.0,0,0,0.14,MORTGAGE,debt_consolidation,0
APP100624,48,463000.0,0.9,654000.0,24,7.46,681.0,0,0,0.706,MORTGAGE,personal,1
APP100625,31,802000.0,14.0,132000.0,48,5.79,792.0,0,0,0.041,MORTGAGE,personal,0
APP100626,36,530000.0,5.0,144000.0,36,5.86,749.0,2,1,0.091,MORTGAGE,business,0
APP100627,37,625000.0,14.3,830000.0,24,5.0,790.0,0,0,0.664,OWN,debt_consolidation,1
APP100628,43,474000.0,5.2,161000.0,48,10.55,682.0,0,0,0.085,MORTGAGE,debt_consolidation,0
APP100629,37,507000.0,8.0,659000.0,12,11.12,807.0,1,0,1.3,RENT,education,1
APP100630,54,513000.0,2.9,338000.0,12,8.93,755.0,1,0,0.659,RENT,debt_consolidation,0
APP100631,35,611000.0,3.0,779000.0,24,5.58,682.0,1,0,0.637,RENT,education,1
APP100632,40,435000.0,4.8,97000.0,36,5.0,745.0,0,0,0.074,MORTGAGE,personal,0
APP100633,38,311000.0,14.2,201000.0,24,5.0,833.0,0,0,0.323,RENT,personal,0
APP100634,29,459000.0,2.2,389000.0,24,8.91,657.0,2,0,0.424,MORTGAGE,business,0
APP100635,51,522000.0,0.7,552000.0,24,10.28,643.0,0,1,0.529,OWN,personal,1
APP100636,31,469000.0,10.1,639000.0,48,7.87,696.0,1,1,0.341,MORTGAGE,business,0
APP100637,34,692000.0,8.4,349000.0,60,9.39,642.0,2,0,0.101,OWN,personal,0
APP100638,56,218000.0,3.5,241000.0,24,8.48,706.0,3,0,0.553,MORTGAGE,personal,1
APP100639,63,1080000.0,18.0,400000.0,48,5.8,787.0,1,0,0.093,MORTGAGE,debt_consolidation,0
APP100640,51,936000.0,18.5,1220000.0,24,9.72,729.0,1,1,0.652,MORTGAGE,debt_consolidation,1
APP100641,62,537000.0,0.8,807000.0,60,9.58,654.0,0,1,0.301,MORTGAGE,home_improvement,0
APP100642,59,570000.0,2.8,125000.0,24,5.32,767.0,1,0,0.11,MORTGAGE,personal,0
APP100643,42,635000.0,4.8,169000.0,24,9.28,692.0,0,1,0.133,OWN,debt_consolidation,0
APP100644,55,739000.0,6.6,955000.0,36,7.18,644.0,2,1,0.431,RENT,personal,0
APP100645,35,436000.0,5.9,622000.0,24,6.93,728.0,2,0,0.713,OWN,personal,1
APP100646,41,313000.0,5.0,341000.0,24,8.36,759.0,1,1,0.545,RENT,education,1
APP100647,45,860000.0,1.9,704000.0,36,8.29,655.0,1,1,0.273,RENT,personal,1
APP100648,64,865000.0,7.3,1094000.0,48,9.46,814.0,1,0,0.316,RENT,home_improvement,0
APP100649,59,718000.0,7.5,420000.0,24,5.63,693.0,2,1,0.292,RENT,education,1
APP100650,43,650000.0,9.6,1032000.0,36,8.74,672.0,2,2,0.529,MORTGAGE,business,0
APP100651,50,664000.0,1.7,916000.0,60,5.0,693.0,1,1,0.276,RENT,debt_consolidation,0
APP100652,30,592000.0,4.2,850000.0,24,7.11,698.0,0,0,0.718,MORTGAGE,medical,1
APP100653,57,320000.0,3.4,445000.0,24,7.25,,0,2,0.695,RENT,education,1
APP100654,45,488000.0,1.7,733000.0,36,9.63,803.0,0,1,0.501,RENT,business,0
APP100655,44,495000.0,4.1,121000.0,12,7.52,663.0,0,0,0.244,MORTGAGE,business,0
APP100656,55,580000.0,2.0,851000.0,60,6.92,792.0,0,0,0.293,MORTGAGE,business,0
APP100657,49,676000.0,1.4,345000.0,24,10.64,809.0,1,0,0.255,RENT,personal,0
APP100658,24,226000.0,8.4,152000.0,24,6.56,680.0,2,0,0.336,MORTGAGE,personal,0
APP100659,33,288000.0,3.5,198000.0,60,6.46,752.0,1,0,0.138,MORTGAGE,debt_consolidation,0
APP100660,28,348000.0,2.7,169000.0,60,5.0,717.0,2,1,0.097,OWN,personal,0
APP100661,54,732000.0,11.2,575000.0,48,7.02,780.0,0,0,0.196,MORTGAGE,personal,0
APP100662,22,599000.0,7.7,529000.0,24,5.43,701.0,0,0,0.442,OWN,business,0
APP100663,30,682000.0,0.6,249000.0,36,6.95,691.0,1,0,0.122,RENT,personal,0
APP100664,47,569000.0,6.7,382000.0,84,8.03,769.0,1,0,0.096,RENT,debt_consolidation,0
APP100665,52,767000.0,6.7,502000.0,36,5.11,606.0,1,1,0.218,RENT,home_improvement,1
APP100666,43,663000.0,4.0,748000.0,84,5.69,572.0,2,1,0.161,RENT,debt_consolidation,1
APP100667,59,732000.0,3.9,726000.0,48,5.0,725.0,1,0,0.248,MORTGAGE,debt_consolidation,0
APP100668,62,630000.0,1.0,749000.0,60,6.38,697.0,2,0,0.238,RENT,education,0
APP100669,26,560000.0,17.8,721000.0,24,5.42,764.0,0,0,0.644,MORTGAGE,home_improvement,1
APP100670,63,517000.0,4.1,578000.0,60,12.22,688.0,0,0,0.224,OWN,medical,0
APP100671,48,445000.0,6.4,222000.0,60,10.81,748.0,0,1,0.1,OWN,personal,0
APP100672,49,648000.0,4.3,569000.0,60,10.45,766.0,1,0,0.176,MORTGAGE,business,0
APP100673,25,425000.0,2.8,351000.0,84,5.0,735.0,0,0,0.118,MORTGAGE,debt_consolidation,0
APP100674,48,582000.0,8.9,150000.0,60,7.11,610.0,3,1,0.052,RENT,personal,0
APP100675,53,735000.0,5.6,1064000.0,36,5.0,779.0,1,0,0.483,OWN,debt_consolidation,0
APP100676,47,552000.0,4.2,156000.0,48,11.55,632.0,0,0,0.071,RENT,personal,0
APP100677,24,334000.0,6.4,523000.0,60,9.33,626.0,1,1,0.313,MORTGAGE,personal,0
APP100678,44,529000.0,4.6,104000.0,48,5.18,743.0,0,1,0.049,MORTGAGE,debt_consolidation,0
APP100679,63,931000.0,15.0,1125000.0,48,8.31,642.0,2,1,0.302,MORTGAGE,personal,0
APP100680,53,519000.0,8.7,294000.0,48,5.0,688.0,1,0,0.142,RENT,debt_consolidation,0
APP100681,27,529000.0,7.1,773000.0,60,7.2,714.0,0,1,0.292,RENT,business,0
APP100682,64,640000.0,1.2,861000.0,12,7.11,708.0,1,2,1.345,MORTGAGE,debt_consolidation,1
APP100683,64,607000.0,7.3,113000.0,48,9.13,702.0,1,2,0.047,RENT,business,1
APP100684,28,460000.0,7.2,84000.0,36,9.67,807.0,0,0,0.061,OWN,personal,0
APP100685,57,381000.0,2.1,390000.0,60,7.54,699.0,0,0,0.205,MORTGAGE,home_improvement,0
APP100686,39,514000.0,1.1,189000.0,24,7.01,675.0,0,0,0.184,OWN,home_improvement,0
APP100687,47,429000.0,8.5,73000.0,36,5.0,657.0,1,0,0.057,RENT,personal,0
APP100688,41,767000.0,9.2,1191000.0,24,10.94,736.0,1,0,0.776,RENT,personal,0
APP100689,56,608000.0,3.0,649000.0,48,6.05,732.0,1,0,0.267,RENT,education,0
APP100690,65,589000.0,2.9,98000.0,60,7.72,832.0,0,1,0.033,OWN,personal,0
APP100691,56,826000.0,5.5,711000.0,48,12.47,765.0,0,0,0.215,MORTGAGE,personal,0
APP100692,62,509000.0,3.5,193000.0,36,5.0,605.0,0,1,0.126,RENT,debt_consolidation,0
APP100693,63,529000.0,1.1,697000.0,36,7.55,776.0,1,0,0.439,RENT,debt_consolidation,0
APP100694,25,151000.0,2.1,50000.0,48,8.59,678.0,0,0,0.083,MORTGAGE,medical,0
APP100695,32,713000.0,6.2,490000.0,60,9.9,660.0,0,0,0.137,MORTGAGE,medical,0
APP100696,53,875000.0,2.2,433000.0,48,7.5,744.0,1,1,0.124,MORTGAGE,education,0
APP100697,47,395000.0,9.5,621000.0,12,10.09,711.0,2,2,1.572,MORTGAGE,personal,1
APP100698,23,351000.0,7.1,92000.0,36,6.59,757.0,1,1,0.087,RENT,business,0
APP100699,25,487000.0,6.4,581000.0,48,8.7,671.0,3,0,0.298,RENT,education,0
APP100700,44,501000.0,5.4,422000.0,36,8.41,816.0,1,1,0.281,OWN,education,1
APP100701,48,565000.0,2.6,754000.0,48,7.3,711.0,1,2,0.334,RENT,personal,1
APP100702,28,494000.0,7.8,228000.0,60,8.21,674.0,1,0,0.092,RENT,business,1
APP100703,28,510000.0,2.6,709000.0,60,5.58,,1,0,0.278,RENT,debt_consolidation,1
APP100704,26,381000.0,9.9,582000.0,12,6.84,754.0,2,0,1.528,RENT,debt_consolidation,1
APP100705,46,716000.0,13.4,329000.0,36,5.0,746.0,0,0,0.153,MORTGAGE,personal,0
APP100706,21,275000.0,5.5,138000.0,48,6.53,663.0,1,1,0.125,OWN,medical,0
APP100707,46,612000.0,12.3,947000.0,60,10.0,512.0,0,2,0.309,RENT,medical,1
APP100708,42,267000.0,2.1,208000.0,24,8.42,720.0,2,1,0.39,MORTGAGE,education,1
APP100709,41,522000.0,7.2,710000.0,24,8.18,663.0,1,1,0.68,OWN,personal,0
APP100710,51,529000.0,4.9,726000.0,48,5.0,699.0,2,0,0.343,OWN,home_improvement,0
APP100711,44,759000.0,8.6,456000.0,36,8.2,704.0,0,1,0.2,OWN,education,0
APP100712,53,566000.0,0.6,232000.0,24,7.36,665.0,1,0,0.205,RENT,home_improvement,0
APP100713,55,697000.0,8.2,475000.0,84,8.68,756.0,1,0,0.097,MORTGAGE,personal,0
APP100714,62,653000.0,2.9,658000.0,36,10.54,680.0,0,0,0.336,OWN,debt_consolidation,0
APP100715,56,328000.0,5.1,286000.0,12,6.6,633.0,1,0,0.872,RENT,home_improvement,1
APP100716,44,426000.0,17.6,519000.0,12,6.81,759.0,0,0,1.218,RENT,education,0
APP100717,43,548000.0,7.3,518000.0,24,9.52,657.0,2,1,0.473,MORTGAGE,home_improvement,0
APP100718,31,558000.0,6.7,735000.0,24,6.17,626.0,0,0,0.659,MORTGAGE,business,1
APP100719,47,572000.0,6.3,172000.0,36,7.69,656.0,1,0,0.1,MORTGAGE,personal,0
APP100720,27,410000.0,10.6,323000.0,12,5.0,750.0,0,0,0.788,OWN,education,0
APP100721,62,692000.0,8.8,120000.0,36,6.82,708.0,1,1,0.058,OWN,business,0
APP100722,59,631000.0,6.3,205000.0,36,10.37,809.0,0,0,0.108,OWN,business,0
APP100723,26,592000.0,5.8,373000.0,48,8.24,778.0,2,0,0.158,MORTGAGE,personal,1
APP100724,56,760000.0,5.5,1107000.0,84,9.48,755.0,0,0,0.208,MORTGAGE,debt_consolidation,0
APP100725,26,379000.0,4.7,266000.0,84,9.6,682.0,1,0,0.1,RENT,debt_consolidation,1
APP100726,53,581000.0,1.7,318000.0,36,10.47,665.0,0,1,0.182,RENT,home_improvement,1
APP100727,24,522000.0,7.2,586000.0,36,6.74,749.0,1,0,0.374,MORTGAGE,business,0
APP100728,42,603000.0,3.1,706000.0,48,9.57,717.0,4,1,0.293,MORTGAGE,home_improvement,1
APP100729,50,849000.0,4.3,720000.0,36,12.44,694.0,1,2,0.283,MORTGAGE,personal,0
APP100730,53,674000.0,9.2,383000.0,60,7.44,704.0,1,0,0.114,OWN,personal,0
APP100731,39,717000.0,4.8,421000.0,48,5.0,732.0,1,0,0.147,MORTGAGE,personal,0
APP100732,62,502000.0,4.5,210000.0,24,6.19,715.0,0,0,0.209,MORTGAGE,personal,1
APP100733,55,552000.0,5.6,373000.0,36,8.53,588.0,3,0,0.225,MORTGAGE,personal,0
APP100734,30,155000.0,3.8,61000.0,60,5.0,707.0,1,0,0.079,MORTGAGE,personal,0
APP100735,51,787000.0,17.4,852000.0,36,5.82,732.0,0,0,0.361,OWN,education,0
APP100736,53,855000.0,15.8,1237000.0,48,6.77,795.0,0,0,0.362,OWN,education,0
APP100737,36,270000.0,15.6,140000.0,48,7.74,653.0,1,1,0.13,MORTGAGE,debt_consolidation,1
APP100738,54,678000.0,6.3,340000.0,36,11.45,669.0,1,0,0.167,MORTGAGE,debt_consolidation,0
APP100739,61,743000.0,3.0,1079000.0,36,9.01,757.0,3,0,0.484,OWN,personal,0
APP100740,57,786000.0,9.3,765000.0,48,5.05,642.0,2,1,0.243,RENT,personal,0
APP100741,55,447000.0,3.9,540000.0,24,16.01,681.0,1,0,0.604,RENT,personal,1
APP100742,49,779000.0,9.9,1121000.0,48,7.46,721.0,2,1,0.36,MORTGAGE,personal,0
APP100743,33,483000.0,2.8,538000.0,24,5.0,737.0,0,1,0.557,OWN,business,1
APP100744,56,754000.0,6.6,925000.0,60,5.22,792.0,2,0,0.245,MORTGAGE,debt_consolidation,0
APP100745,37,584000.0,10.9,415000.0,48,5.23,676.0,2,1,0.178,RENT,education,0
APP100746,44,619000.0,4.0,935000.0,24,5.0,657.0,3,1,0.755,MORTGAGE,home_improvement,1
APP100747,35,674000.0,4.0,789000.0,60,8.63,682.0,1,1,0.234,RENT,debt_consolidation,0
APP100748,35,445000.0,1.3,113000.0,48,5.0,671.0,2,0,0.063,RENT,personal,0
APP100749,28,495000.0,2.9,501000.0,48,9.66,722.0,0,1,0.253,RENT,business,0
APP100750,64,896000.0,6.2,257000.0,36,9.29,649.0,1,2,0.096,RENT,personal,0
APP100751,27,475000.0,6.9,431000.0,36,6.5,602.0,1,2,0.302,OWN,business,1
APP100752,24,316000.0,7.6,88000.0,48,9.51,602.0,4,0,0.07,MORTGAGE,personal,1
APP100753,63,739000.0,0.8,783000.0,36,5.1,715.0,0,0,0.353,MORTGAGE,personal,0
APP100754,45,782000.0,3.9,635000.0,36,5.65,735.0,3,0,0.271,OWN,personal,0
APP100755,40,700000.0,1.4,666000.0,24,8.71,676.0,1,0,0.476,MORTGAGE,home_improvement,1
APP100756,54,753000.0,6.0,822000.0,60,7.04,651.0,1,0,0.218,MORTGAGE,education,0
APP100757,38,138000.0,1.0,71000.0,84,6.12,,1,0,0.073,RENT,debt_consolidation,0
APP100758,26,333000.0,1.9,204000.0,36,7.25,704.0,0,0,0.204,RENT,personal,0
APP100759,53,585000.0,8.7,497000.0,36,10.4,787.0,0,0,0.283,MORTGAGE,personal,0
APP100760,28,463000.0,3.2,450000.0,24,10.32,747.0,1,1,0.486,OWN,personal,1
APP100761,45,921000.0,12.3,1372000.0,60,8.44,754.0,2,2,0.298,MORTGAGE,debt_consolidation,1
APP100762,63,560000.0,7.8,370000.0,24,6.72,732.0,0,0,0.33,OWN,home_improvement,0
APP100763,63,1014000.0,4.1,1022000.0,60,8.65,622.0,0,1,0.202,RENT,personal,0
APP100764,37,530000.0,9.6,788000.0,60,5.6,634.0,0,0,0.297,OWN,home_improvement,1
APP100765,56,523000.0,4.3,623000.0,36,10.07,696.0,2,0,0.397,RENT,home_improvement,0
APP100766,48,764000.0,8.3,478000.0,60,9.59,784.0,2,1,0.125,OWN,personal,0
APP100767,42,674000.0,2.8,506000.0,36,11.75,693.0,1,1,0.25,RENT,personal,1
APP100768,27,629000.0,10.0,896000.0,36,5.74,815.0,0,0,0.475,RENT,home_improvement,0
APP100769,37,370000.0,1.1,290000.0,60,5.46,604.0,1,2,0.157,RENT,personal,1
APP100770,50,648000.0,1.9,334000.0,36,8.71,804.0,0,0,0.172,MORTGAGE,personal,0
APP100771,65,511000.0,2.2,464000.0,12,6.9,762.0,0,0,0.908,OWN,home_improvement,0
APP100772,21,292000.0,3.0,123000.0,48,9.7,677.0,0,2,0.105,MORTGAGE,home_improvement,0
APP100773,53,631000.0,6.4,627000.0,48,10.4,747.0,1,1,0.248,MORTGAGE,personal,0
APP100774,59,541000.0,5.0,859000.0,48,11.25,699.0,0,0,0.397,MORTGAGE,personal,1
APP100775,63,887000.0,8.4,1380000.0,36,7.63,716.0,2,1,0.519,MORTGAGE,personal,0
APP100776,40,535000.0,11.0,556000.0,48,9.44,678.0,2,0,0.26,RENT,home_improvement,0
APP100777,26,385000.0,1.0,553000.0,36,6.36,679.0,1,0,0.479,RENT,education,0
APP100778,33,459000.0,11.9,611000.0,36,7.98,628.0,1,2,0.444,RENT,education,1
APP100779,59,811000.0,4.3,1240000.0,24,7.38,661.0,2,0,0.764,OWN,medical,0
APP100780,60,695000.0,15.4,984000.0,48,7.27,618.0,1,1,0.354,OWN,education,1
APP100781,49,748000.0,2.7,1088000.0,60,11.51,851.0,0,0,0.291,MORTGAGE,business,0
APP100782,26,575000.0,0.7,278000.0,12,5.0,618.0,1,1,0.483,MORTGAGE,personal,0
APP100783,26,433000.0,7.8,164000.0,12,7.49,755.0,1,1,0.379,RENT,business,0
APP100784,42,596000.0,7.5,127000.0,60,7.62,614.0,0,1,0.043,MORTGAGE,personal,0
APP100785,47,484000.0,1.9,535000.0,36,8.92,692.0,0,0,0.368,RENT,personal,0
APP100786,22,489000.0,2.1,735000.0,36,5.09,705.0,0,0,0.501,RENT,education,1
APP100787,51,632000.0,8.8,1006000.0,36,6.84,779.0,1,1,0.531,OWN,debt_consolidation,0
APP100788,45,537000.0,6.6,744000.0,36,6.19,724.0,3,0,0.462,RENT,personal,1
APP100789,21,430000.0,3.9,583000.0,24,5.0,613.0,0,2,0.678,MORTGAGE,personal,1
APP100790,25,248000.0,7.1,224000.0,60,10.06,693.0,0,1,0.181,MORTGAGE,business,0
APP100791,41,558000.0,6.1,449000.0,24,5.0,788.0,1,0,0.402,OWN,business,0
APP100792,53,693000.0,2.3,747000.0,60,5.0,755.0,3,0,0.216,MORTGAGE,business,1
APP100793,58,730000.0,9.3,134000.0,60,9.58,693.0,1,0,0.037,RENT,business,0
APP100794,40,730000.0,8.1,950000.0,24,6.76,581.0,2,2,0.651,RENT,business,1
APP100795,34,459000.0,5.1,506000.0,48,6.84,668.0,3,0,0.276,OWN,personal,1
APP100796,64,671000.0,8.8,266000.0,48,6.88,757.0,2,0,0.099,MORTGAGE,business,0
APP100797,41,528000.0,16.6,566000.0,84,9.86,657.0,0,0,0.153,OWN,personal,0
APP100798,35,424000.0,2.1,432000.0,48,6.29,715.0,0,0,0.255,MORTGAGE,medical,1
APP100799,40,834000.0,4.1,1078000.0,36,8.81,605.0,0,2,0.431,MORTGAGE,personal,1
APP100800,21,468000.0,,639000.0,48,5.0,591.0,3,3,0.341,MORTGAGE,business,1
APP100801,34,471000.0,8.7,244000.0,48,8.23,757.0,1,0,0.13,OWN,home_improvement,0
APP100802,44,399000.0,3.0,531000.0,48,9.49,722.0,0,0,0.333,MORTGAGE,debt_consolidation,0
APP100803,62,483000.0,8.4,200000.0,36,10.59,711.0,4,1,0.138,RENT,debt_consolidation,0
APP100804,54,489000.0,3.3,353000.0,60,5.0,785.0,1,0,0.144,OWN,personal,0
APP100805,56,723000.0,1.9,625000.0,36,6.85,900.0,0,1,0.288,MORTGAGE,medical,1
APP100806,45,520000.0,5.3,685000.0,84,11.02,781.0,0,0,0.188,RENT,personal,0
APP100807,25,296000.0,3.3,431000.0,36,9.53,751.0,1,0,0.485,MORTGAGE,education,1
APP100808,38,419000.0,5.7,73000.0,12,7.06,686.0,1,0,0.174,MORTGAGE,business,0
APP100809,65,818000.0,6.7,997000.0,24,7.51,765.0,2,0,0.609,RENT,home_improvement,0
APP100810,22,383000.0,1.1,545000.0,60,8.15,799.0,1,0,0.285,OWN,personal,0
APP100811,60,559000.0,3.6,857000.0,60,6.68,690.0,0,0,0.307,RENT,medical,0
APP100812,51,573000.0,5.3,309000.0,36,8.7,700.0,0,0,0.18,RENT,debt_consolidation,0
APP100813,33,886000.0,8.9,355000.0,60,8.58,674.0,0,1,0.08,OWN,home_improvement,1
APP100814,56,866000.0,8.1,756000.0,24,5.05,663.0,0,0,0.436,RENT,business,1
APP100815,58,848000.0,2.5,1235000.0,24,6.42,696.0,0,1,0.728,OWN,medical,0
APP100816,22,172000.0,4.4,105000.0,24,6.5,655.0,0,0,0.305,RENT,business,0
APP100817,25,461000.0,7.0,407000.0,36,6.94,729.0,0,0,0.294,OWN,education,0
APP100818,50,504000.0,4.2,803000.0,36,8.09,709.0,1,1,0.531,MORTGAGE,personal,0
APP100819,65,754000.0,2.7,612000.0,24,7.9,741.0,0,0,0.406,OWN,business,0
APP100820,22,599000.0,4.8,636000.0,24,5.92,684.0,2,0,0.531,RENT,debt_consolidation,1
APP100821,50,677000.0,6.5,1079000.0,36,10.45,639.0,1,0,0.531,OWN,debt_consolidation,1
APP100822,27,309000.0,2.3,211000.0,24,7.51,746.0,2,1,0.341,RENT,personal,0
APP100823,50,541000.0,7.5,295000.0,36,10.72,592.0,2,1,0.182,RENT,personal,1
APP100824,49,703000.0,5.5,394000.0,36,10.67,737.0,0,0,0.187,MORTGAGE,home_improvement,0
APP100825,25,600000.0,7.7,627000.0,24,5.17,762.0,3,1,0.522,MORTGAGE,business,0
APP100826,51,635000.0,4.8,245000.0,12,6.42,717.0,2,0,0.386,RENT,debt_consolidation,0
APP100827,61,815000.0,15.0,317000.0,48,6.58,793.0,3,0,0.097,RENT,education,0
APP100828,59,688000.0,6.4,363000.0,60,8.19,752.0,1,0,0.106,RENT,business,1
APP100829,22,522000.0,8.3,488000.0,36,9.1,660.0,0,0,0.312,RENT,debt_consolidation,0
APP100830,32,639000.0,7.5,878000.0,36,7.82,798.0,1,0,0.458,MORTGAGE,home_improvement,1
APP100831,31,583000.0,4.4,535000.0,84,6.29,696.0,0,0,0.131,OWN,personal,0
APP100832,41,572000.0,6.0,735000.0,60,11.13,671.0,1,1,0.257,RENT,home_improvement,0
APP100833,27,442000.0,3.1,680000.0,36,6.54,746.0,2,0,0.513,RENT,personal,1
APP100834,59,763000.0,14.3,933000.0,60,9.13,687.0,1,0,0.245,RENT,personal,1
APP100835,55,546000.0,6.9,591000.0,36,7.42,701.0,0,3,0.361,RENT,education,0
APP100836,57,504000.0,2.6,82000.0,36,7.36,739.0,1,0,0.054,RENT,medical,0
APP100837,29,652000.0,12.2,522000.0,48,8.98,808.0,3,0,0.2,RENT,home_improvement,0
APP100838,21,323000.0,4.5,174000.0,36,10.89,764.0,0,1,0.18,RENT,home_improvement,0
APP100839,61,848000.0,9.2,757000.0,60,8.17,718.0,1,0,0.179,RENT,business,0
APP100840,34,459000.0,1.1,702000.0,24,6.42,690.0,1,0,0.765,RENT,home_improvement,1
APP100841,50,801000.0,10.7,492000.0,36,10.76,673.0,0,1,0.205,RENT,debt_consolidation,0
APP100842,61,792000.0,6.7,303000.0,12,8.59,684.0,4,0,0.383,MORTGAGE,personal,0
APP100843,22,537000.0,2.4,724000.0,48,7.87,630.0,5,0,0.337,OWN,debt_consolidation,1
APP100844,21,385000.0,6.7,611000.0,24,9.76,679.0,1,1,0.794,OWN,business,1
APP100845,21,598000.0,13.4,766000.0,36,8.21,659.0,2,0,0.427,RENT,education,0
APP100846,28,567000.0,3.2,199000.0,60,12.91,664.0,1,0,0.07,RENT,personal,0
APP100847,23,193000.0,3.1,183000.0,24,7.5,773.0,0,1,0.474,OWN,debt_consolidation,1
APP100848,57,899000.0,4.3,663000.0,12,10.03,646.0,1,0,0.737,RENT,business,0
APP100849,48,941000.0,5.3,1005000.0,36,8.47,634.0,2,0,0.356,RENT,business,1
APP100850,65,897000.0,9.6,1004000.0,36,8.47,634.0,1,2,0.373,MORTGAGE,personal,0
APP100851,57,797000.0,7.0,1052000.0,12,6.7,791.0,2,0,1.32,RENT,debt_consolidation,0
APP100852,64,774000.0,4.3,386000.0,36,6.71,631.0,2,1,0.166,MORTGAGE,medical,0
APP100853,31,462000.0,6.2,716000.0,24,8.59,697.0,2,0,0.775,RENT,personal,1
APP100854,33,609000.0,14.8,281000.0,24,5.59,728.0,1,1,0.231,OWN,personal,0
APP100855,59,843000.0,7.9,278000.0,60,6.23,719.0,2,1,0.066,OWN,debt_consolidation,0
APP100856,32,352000.0,4.7,476000.0,36,7.53,705.0,2,0,0.451,OWN,personal,0
APP100857,23,279000.0,4.2,229000.0,36,10.23,714.0,4,0,0.274,MORTGAGE,debt_consolidation,1
APP100858,51,567000.0,5.9,488000.0,24,7.68,776.0,1,0,0.43,OWN,personal,0
APP100859,57,804000.0,9.5,492000.0,84,7.64,659.0,1,0,0.087,RENT,home_improvement,0
APP100860,64,538000.0,2.8,117000.0,60,5.17,679.0,1,0,0.043,MORTGAGE,personal,0
